individuo_id,progenie,cap,altura,dap,volume,ima,resistente
1,1,35.981888,13.6,11.4592,0.0631,20.0372,1
401,1,,,,,,0
458,1,,,,,,0
849,1,,,,,,0
1055,1,,,,,,0
1210,1,,,,,,0
1501,1,,,,,,0
1582,1,45.476934,16.1,14.4831,0.1194,37.8914,1
1811,1,,,,,,0
2039,1,,,,,,0
2409,1,,,,,,0
2585,1,,,,,,0
2779,1,33.98265,12.5,10.8225,0.0517,16.4271,1
2919,1,,,,,,0
3084,1,,,,,,0
3418,1,,,,,,0
3734,1,,,,,,0
3793,1,,,,,,0
4025,1,,,,,,0
4290,1,,,,,,0
2,2,37.980812,16.5,12.0958,0.0853,27.0859,1
392,2,,,,,,0
565,2,,,,,,0
780,2,36.98135,12.8,11.7775,0.0628,19.9207,1
1016,2,34.982112,15.4,11.1408,0.0676,21.4461,1
1220,2,,,,,,0
1526,2,,,,,,0
1735,2,,,,,,0
1930,2,,,,,,0
2075,2,,,,,,0
2292,2,,,,,,0
2437,2,30.48469,14.8,9.7085,0.0493,15.6514,1
2849,2,,,,,,0
3008,2,37.980812,15.9,12.0958,0.0822,26.101,1
3247,2,,,,,,0
3438,2,26.486528,15.0,8.4352,0.0377,11.975,1
3544,2,30.48469,14.6,9.7085,0.0486,15.4399,1
3814,2,39.979736,16.0,12.7324,0.0917,29.1026,1
4149,2,39.979736,14.9,12.7324,0.0854,27.1018,1
4237,2,37.480924,12.1,11.9366,0.0609,19.3437,1
3,3,37.980812,14.8,12.0958,0.0765,24.2952,1
311,3,,,,,,0
476,3,,,,,,0
781,3,38.980274,13.5,12.4141,0.0735,23.3429,1
1026,3,36.98135,14.3,11.7775,0.0701,22.2552,1
1130,3,43.47801,17.0,13.8465,0.1152,36.5695,1
1373,3,44.977046,16.3,14.3239,0.1182,37.5236,1
1688,3,,,,,,0
1785,3,,,,,,0
2061,3,,,,,,0
2410,3,34.982112,17.0,11.1408,0.0746,23.6743,1
2539,3,35.482,15.3,11.3,0.069,21.92,1
2812,3,37.980812,14.0,12.0958,0.0724,22.982,1
2861,3,31.983726,12.3,10.1859,0.0451,14.3185,1
3240,3,,,,,,0
3436,3,,,,,,0
3626,3,,,,,,0
3940,3,36.481462,15.0,11.6183,0.0716,22.7179,1
4031,3,37.480924,15.5,11.9366,0.0781,24.7791,1
4222,3,,,,,,0
4,4,,,,,,0
386,4,,,,,,0
613,4,,,,,,0
777,4,,,,,,0
1038,4,,,,,,0
1132,4,,,,,,0
1323,4,,,,,,0
1758,4,,,,,,0
1816,4,,,,,,0
2015,4,,,,,,0
2229,4,,,,,,0
2611,4,,,,,,0
2814,4,,,,,,0
2920,4,,,,,,0
3126,4,,,,,,0
3481,4,,,,,,0
3667,4,,,,,,0
3948,4,,,,,,0
4011,4,,,,,,0
4362,4,34.982112,15.9,11.1408,0.0697,22.1424,1
5,5,,,,,,0
439,5,,,,,,0
460,5,,,,,,0
761,5,,,,,,0
905,5,,,,,,0
1174,5,,,,,,0
1359,5,,,,,,0
1725,5,,,,,,0
1848,5,,,,,,0
1984,5,35.981888,13.2,11.4592,0.0613,19.4478,1
2366,5,,,,,,0
2505,5,,,,,,0
2858,5,32.983188,11.9,10.5042,0.0464,14.7322,1
2992,5,,,,,,0
3222,5,,,,,,0
3370,5,,,,,,0
3609,5,,,,,,0
3756,5,,,,,,0
4079,5,,,,,,0
4228,5,,,,,,0
6,6,33.98265,16.9,10.8225,0.07,22.2094,1
327,6,,,,,,0
584,6,,,,,,0
667,6,42.978122,13.2,13.6873,0.0874,27.7462,1
956,6,,,,,,0
1152,6,45.976822,16.3,14.6423,0.1235,39.2099,1
1374,6,,,,,,0
1719,6,,,,,,0
1853,6,,,,,,0
2187,6,,,,,,0
2413,6,,,,,,0
2464,6,,,,,,0
2804,6,,,,,,0
2882,6,,,,,,0
3130,6,,,,,,0
3398,6,,,,,,0
3716,6,,,,,,0
3932,6,,,,,,0
3981,6,35.981888,14.1,11.4592,0.0654,20.7738,1
4291,6,31.983726,11.9,10.1859,0.0436,13.8528,1
7,7,28.98534,13.9,9.231,0.0419,13.2893,1
419,7,,,,,,0
449,7,34.982112,12.6,11.1408,0.0553,17.5468,1
736,7,,,,,,0
899,7,,,,,,0
1239,7,40.979198,12.9,13.0507,0.0777,24.6519,1
1444,7,38.980274,15.0,12.4141,0.0817,25.9366,1
1544,7,37.980812,14.4,12.0958,0.0745,23.6386,1
1968,7,,,,,,0
2108,7,40.479624,16.3,12.8916,0.0957,30.3941,1
2373,7,,,,,,0
2608,7,,,,,,0
2738,7,,,,,,0
2997,7,43.977584,16.1,14.0056,0.1116,35.4343,1
3241,7,41.479086,15.8,13.2099,0.0974,30.9347,1
3335,7,37.980812,16.4,12.0958,0.0848,26.9217,1
3562,7,22.988254,13.8,7.3211,0.0261,8.299,1
3762,7,31.983726,16.0,10.1859,0.0587,18.6257,1
4175,7,25.986954,12.1,8.2761,0.0293,9.2987,1
4214,7,,,,,,0
8,8,33.98265,18.5,10.8225,0.0766,24.3121,1
332,8,36.98135,13.1,11.7775,0.0642,20.3876,1
483,8,29.984802,13.6,9.5493,0.0438,13.9147,1
820,8,,,,,,0
941,8,38.980274,14.2,12.4141,0.0773,24.5533,1
1238,8,38.980274,16.0,12.4141,0.0871,27.6657,1
1455,8,40.979198,13.0,13.0507,0.0783,24.8429,1
1552,8,39.979736,17.7,12.7324,0.1014,32.1948,1
1790,8,38.980274,15.4,12.4141,0.0839,26.6282,1
2167,8,,,,,,0
2328,8,,,,,,0
2522,8,,,,,,0
2678,8,23.987716,14.9,7.6394,0.0307,9.7567,1
2948,8,,,,,,0
3165,8,,,,,,0
3317,8,23.488142,11.7,7.4803,0.0231,7.3454,1
3724,8,32.483614,15.7,10.3451,0.0594,18.852,1
3742,8,28.98534,11.7,9.231,0.0352,11.186,1
4081,8,47.975746,15.5,15.2789,0.1279,40.5982,1
4390,8,44.477472,14.9,14.1648,0.1057,33.5427,1
9,9,,,,,,0
362,9,43.977584,16.4,14.0056,0.1137,36.0945,1
642,9,,,,,,0
666,9,49.474782,15.5,15.7563,0.136,43.1752,1
881,9,,,,,,0
1124,9,,,,,,0
1328,9,,,,,,0
1637,9,46.976284,17.3,14.9606,0.1368,43.4444,1
1817,9,,,,,,0
2161,9,,,,,,0
2320,9,17.990944,8.2,5.7296,0.0095,3.0203,1
2465,9,,,,,,0
2771,9,40.479624,16.1,12.8916,0.0946,30.0212,1
2914,9,,,,,,0
3109,9,45.476934,17.8,14.4831,0.132,41.8924,1
3459,9,,,,,,0
3641,9,34.982112,15.0,11.1408,0.0658,20.8891,1
3864,9,21.489218,6.5,6.8437,0.0108,3.4157,1
4156,9,53.472944,16.8,17.0296,0.1722,54.6649,1
4367,9,26.486528,15.3,8.4352,0.0385,12.2145,1
10,10,,,,,,0
299,10,,,,,,0
478,10,42.978122,16.4,13.6873,0.1086,34.4725,1
821,10,,,,,,0
1052,10,,,,,,0
1202,10,22.988254,11.0,7.3211,0.0208,6.6152,1
1361,10,20.489756,10.8,6.5254,0.0163,5.1597,1
1743,10,,,,,,0
1852,10,,,,,,0
1995,10,47.975746,18.4,15.2789,0.1518,48.1939,1
2326,10,37.980812,15.0,12.0958,0.0776,24.6235,1
2449,10,46.476396,17.0,14.8014,0.1316,41.7876,1
2793,10,40.479624,15.2,12.8916,0.0893,28.343,1
3044,10,,,,,,0
3173,10,,,,,,0
3465,10,41.97866,17.4,13.369,0.1099,34.8931,1
3661,10,35.981888,15.6,11.4592,0.0724,22.9838,1
3909,10,,,,,,0
4094,10,44.977046,15.3,14.3239,0.1109,35.2216,1
4192,10,40.979198,15.5,13.0507,0.0933,29.6204,1
11,11,46.976284,18.6,14.9606,0.1471,46.709,1
253,11,51.973594,16.9,16.5521,0.1636,51.95,1
524,11,,,,,,0
669,11,49.474782,14.6,15.7563,0.1281,40.6682,1
1043,11,54.97198,17.3,17.507,0.1874,59.4927,1
1227,11,,,,,,0
1510,11,,,,,,0
1656,11,43.47801,16.0,13.8465,0.1084,34.4184,1
1858,11,,,,,,0
2195,11,,,,,,0
2260,11,,,,,,0
2461,11,46.976284,13.8,14.9606,0.1092,34.6551,1
2824,11,,,,,,0
3015,11,,,,,,0
3215,11,35.981888,14.6,11.4592,0.0678,21.5105,1
3353,11,40.979198,16.3,13.0507,0.0981,31.1492,1
3730,11,43.977584,16.4,14.0056,0.1137,36.0945,1
3850,11,,,,,,0
3992,11,,,,,,0
4386,11,,,,,,0
12,12,,,,,,0
416,12,,,,,,0
622,12,,,,,,0
